INITCAP,ACTCAP,WL_CAP,TERM,num_gradute,num_admited,Crse,Subj,CRN
350,345,0,Fall,117,681,6035,CS,39081
450,420,0,Fall,131,313,6035,CS,39081
500,486,0,Fall,183,516,6035,CS,39081
550,542,0,Fall,111,435,6035,CS,39081
600,592,0,Fall,191,480,6035,CS,39081
750,757,7,Fall,169,662,6035,CS,39081
850,820,0,Fall,121,498,6035,CS,39081
999,980,0,Fall,148,686,6035,CS,39081
300,286,0,Fall,169,516,6035,CS,39081
350,354,4,Fall,114,691,6035,CS,39081
450,421,0,Fall,128,444,6035,CS,39081
500,478,0,Fall,128,264,6035,CS,39081
550,517,0,Fall,101,541,6035,CS,39081
600,566,0,Fall,199,330,6035,CS,39081
750,742,0,Fall,138,602,6035,CS,39081
850,854,4,Fall,148,574,6035,CS,39081
999,996,0,Fall,198,457,6035,CS,39081
300,301,1,Fall,195,327,6035,CS,39081
350,359,9,Fall,130,674,6035,CS,39081
450,456,6,Fall,158,593,6035,CS,39081
500,507,7,Fall,154,354,6035,CS,39081
550,524,0,Fall,154,613,6035,CS,39081
600,584,0,Fall,114,635,6035,CS,39081
750,719,0,Fall,153,547,6035,CS,39081
850,850,0,Fall,146,331,6035,CS,39081
999,985,0,Fall,169,459,6035,CS,39081
300,282,0,Fall,160,671,6035,CS,39081
350,361,11,Fall,119,553,6035,CS,39081
450,447,0,Fall,103,661,6035,CS,39081
500,512,12,Fall,170,547,6035,CS,39081
550,525,0,Fall,194,503,6035,CS,39081
600,605,5,Fall,196,482,6035,CS,39081
750,764,14,Fall,175,334,6035,CS,39081
850,838,0,Fall,128,427,6035,CS,39081
999,1014,15,Fall,130,419,6035,CS,39081
300,265,0,Fall,159,606,6035,CS,39081
350,316,0,Fall,186,670,6035,CS,39081
450,446,0,Fall,149,374,6035,CS,39081
500,460,0,Fall,183,526,6035,CS,39081
550,515,0,Fall,138,497,6035,CS,39081
600,617,17,Fall,184,353,6035,CS,39081
750,719,0,Fall,190,620,6035,CS,39081
850,829,0,Fall,191,605,6035,CS,39081
999,995,0,Fall,127,641,6035,CS,39081
300,294,0,Fall,108,351,6035,CS,39081
350,330,0,Fall,138,526,6035,CS,39081
450,413,0,Fall,117,586,6035,CS,39081
500,507,7,Fall,162,542,6035,CS,39081
550,546,0,Fall,156,683,6035,CS,39081
600,618,18,Fall,167,593,6035,CS,39081
750,753,3,Fall,185,638,6035,CS,39081
850,827,0,Fall,185,262,6035,CS,39081
999,1016,17,Fall,109,556,6035,CS,39081
300,295,0,Fall,101,572,6035,CS,39081
350,364,14,Fall,159,666,6035,CS,39081
450,446,0,Fall,145,640,6035,CS,39081
500,481,0,Fall,189,416,6035,CS,39081
550,565,15,Fall,134,277,6035,CS,39081
600,613,13,Fall,106,477,6035,CS,39081
750,765,15,Fall,159,611,6035,CS,39081
850,841,0,Fall,133,336,6035,CS,39081
999,975,0,Fall,185,318,6035,CS,39081
300,285,0,Fall,153,285,6035,CS,39081
350,355,5,Fall,189,265,6035,CS,39081
450,431,0,Fall,119,528,6035,CS,39081
500,498,0,Fall,136,441,6035,CS,39081
550,528,0,Fall,128,544,6035,CS,39081
600,568,0,Fall,136,421,6035,CS,39081
750,747,0,Fall,111,292,6035,CS,39081
850,818,0,Fall,172,552,6035,CS,39081
999,1015,16,Fall,183,251,6035,CS,39081
300,286,0,Fall,193,606,6035,CS,39081
350,352,2,Fall,111,693,6035,CS,39081
450,456,6,Fall,104,283,6035,CS,39081
500,464,0,Fall,158,437,6035,CS,39081
550,519,0,Fall,145,250,6035,CS,39081
600,581,0,Fall,113,567,6035,CS,39081
750,748,0,Fall,133,512,6035,CS,39081
850,861,11,Fall,132,494,6035,CS,39081
999,1019,20,Fall,186,317,6035,CS,39081
300,275,0,Fall,121,488,6035,CS,39081
350,335,0,Fall,185,384,6035,CS,39081
450,465,15,Fall,125,620,6035,CS,39081
500,503,3,Fall,180,585,6035,CS,39081
550,530,0,Fall,109,541,6035,CS,39081
600,598,0,Fall,124,681,6035,CS,39081
750,725,0,Fall,131,480,6035,CS,39081
850,847,0,Fall,193,556,6035,CS,39081
999,968,0,Fall,112,602,6035,CS,39081
300,291,0,Fall,178,447,6035,CS,39081
350,323,0,Fall,166,292,6035,CS,39081
450,412,0,Fall,165,571,6035,CS,39081
500,471,0,Fall,106,496,6035,CS,39081
550,545,0,Fall,178,618,6035,CS,39081
600,581,0,Fall,171,696,6035,CS,39081
750,756,6,Fall,198,398,6035,CS,39081
850,866,16,Fall,119,569,6035,CS,39081
999,979,0,Fall,104,487,6035,CS,39081
300,298,0,Fall,141,465,6035,CS,39081
350,331,0,Fall,191,674,6035,CS,39081
450,450,0,Fall,194,514,6035,CS,39081
500,513,13,Fall,115,266,6035,CS,39081
550,540,0,Fall,199,601,6035,CS,39081
600,594,0,Fall,177,548,6035,CS,39081
750,758,8,Fall,113,395,6035,CS,39081
850,852,2,Fall,198,621,6035,CS,39081
999,972,0,Fall,163,473,6035,CS,39081
300,279,0,Fall,168,659,6035,CS,39081
350,313,0,Fall,131,656,6035,CS,39081
450,421,0,Fall,177,435,6035,CS,39081
500,483,0,Fall,100,683,6035,CS,39081
550,528,0,Fall,190,688,6035,CS,39081
600,582,0,Fall,143,363,6035,CS,39081
750,763,13,Fall,142,677,6035,CS,39081
850,847,0,Fall,154,500,6035,CS,39081
999,961,0,Fall,129,699,6035,CS,39081
300,314,14,Fall,165,258,6035,CS,39081
350,316,0,Fall,189,426,6035,CS,39081
450,422,0,Fall,169,684,6035,CS,39081
500,482,0,Fall,145,593,6035,CS,39081
550,545,0,Fall,112,276,6035,CS,39081
600,578,0,Fall,129,395,6035,CS,39081
750,740,0,Fall,160,391,6035,CS,39081
850,855,5,Fall,170,314,6035,CS,39081
999,962,0,Fall,192,408,6035,CS,39081
300,293,0,Fall,145,623,6035,CS,39081
350,336,0,Fall,182,403,6035,CS,39081
450,444,0,Fall,156,645,6035,CS,39081
500,518,18,Fall,152,362,6035,CS,39081
550,512,0,Fall,126,378,6035,CS,39081
600,608,8,Fall,111,375,6035,CS,39081
750,753,3,Fall,134,334,6035,CS,39081
850,851,1,Fall,175,531,6035,CS,39081
999,1010,11,Fall,106,591,6035,CS,39081
300,293,0,Fall,153,583,6035,CS,39081
350,349,0,Fall,108,633,6035,CS,39081
450,462,12,Fall,148,649,6035,CS,39081
500,499,0,Fall,195,277,6035,CS,39081
550,536,0,Fall,121,340,6035,CS,39081
600,614,14,Fall,128,433,6035,CS,39081
750,717,0,Fall,124,489,6035,CS,39081
850,828,0,Fall,121,278,6035,CS,39081
999,998,0,Fall,127,425,6035,CS,39081
300,307,7,Fall,126,643,6035,CS,39081
350,322,0,Fall,121,328,6035,CS,39081
450,419,0,Fall,120,694,6035,CS,39081
500,489,0,Fall,172,321,6035,CS,39081
550,546,0,Fall,109,394,6035,CS,39081
600,602,2,Fall,108,618,6035,CS,39081
750,740,0,Fall,106,393,6035,CS,39081
850,847,0,Fall,154,281,6035,CS,39081
999,1002,3,Fall,111,583,6035,CS,39081
300,318,18,Fall,163,596,6035,CS,39081
350,327,0,Fall,183,356,6035,CS,39081
450,467,17,Fall,154,369,6035,CS,39081
500,504,4,Fall,154,470,6035,CS,39081
550,556,6,Fall,101,432,6035,CS,39081
600,603,3,Fall,110,490,6035,CS,39081
750,766,16,Fall,169,389,6035,CS,39081
850,853,3,Fall,194,408,6035,CS,39081
999,996,0,Fall,155,291,6035,CS,39081
300,265,0,Fall,146,261,6035,CS,39081
350,333,0,Fall,132,303,6035,CS,39081
450,466,16,Fall,184,649,6035,CS,39081
500,517,17,Fall,183,612,6035,CS,39081
550,554,4,Fall,166,501,6035,CS,39081
600,588,0,Fall,179,698,6035,CS,39081
750,710,0,Fall,170,686,6035,CS,39081
850,826,0,Fall,154,535,6035,CS,39081
999,995,0,Fall,177,597,6035,CS,39081
300,286,0,Fall,171,259,6035,CS,39081
350,354,4,Fall,189,576,6035,CS,39081
450,416,0,Fall,108,257,6035,CS,39081
500,513,13,Fall,115,691,6035,CS,39081
550,542,0,Fall,154,427,6035,CS,39081
600,575,0,Fall,188,260,6035,CS,39081
750,762,12,Fall,189,483,6035,CS,39081
850,820,0,Fall,130,295,6035,CS,39081
999,968,0,Fall,153,543,6035,CS,39081
300,295,0,Fall,165,674,6035,CS,39081
350,321,0,Fall,190,329,6035,CS,39081
450,416,0,Fall,124,689,6035,CS,39081
500,489,0,Fall,142,667,6035,CS,39081
550,537,0,Fall,110,537,6035,CS,39081
600,576,0,Fall,153,320,6035,CS,39081
750,731,0,Fall,110,632,6035,CS,39081
850,824,0,Fall,145,336,6035,CS,39081
999,1017,18,Fall,102,350,6035,CS,39081
300,302,2,Fall,171,644,6035,CS,39081
350,368,18,Fall,196,297,6035,CS,39081
450,468,18,Fall,148,571,6035,CS,39081
500,513,13,Fall,167,425,6035,CS,39081
550,523,0,Fall,199,683,6035,CS,39081
600,617,17,Fall,194,510,6035,CS,39081
750,744,0,Fall,174,570,6035,CS,39081
850,847,0,Fall,105,637,6035,CS,39081
999,977,0,Fall,114,556,6035,CS,39081
300,300,0,Fall,109,334,6035,CS,39081
350,324,0,Fall,120,397,6035,CS,39081
450,453,3,Fall,118,431,6035,CS,39081
500,481,0,Fall,132,588,6035,CS,39081
550,570,20,Fall,145,476,6035,CS,39081
600,576,0,Fall,143,269,6035,CS,39081
750,714,0,Fall,118,685,6035,CS,39081
850,829,0,Fall,175,333,6035,CS,39081
999,980,0,Fall,190,453,6035,CS,39081
300,305,5,Fall,164,571,6035,CS,39081
350,366,16,Fall,172,584,6035,CS,39081
450,437,0,Fall,106,498,6035,CS,39081
500,472,0,Fall,150,649,6035,CS,39081
550,523,0,Fall,120,699,6035,CS,39081
600,601,1,Fall,120,280,6035,CS,39081
750,759,9,Fall,159,563,6035,CS,39081
850,811,0,Fall,102,341,6035,CS,39081
999,1017,18,Fall,134,361,6035,CS,39081
300,269,0,Fall,112,612,6035,CS,39081
350,346,0,Fall,153,579,6035,CS,39081
450,465,15,Fall,134,392,6035,CS,39081
500,520,20,Fall,104,254,6035,CS,39081
550,551,1,Fall,170,273,6035,CS,39081
600,576,0,Fall,156,408,6035,CS,39081
750,744,0,Fall,161,533,6035,CS,39081
850,849,0,Fall,158,503,6035,CS,39081
999,980,0,Fall,116,262,6035,CS,39081
300,304,4,Fall,144,582,6035,CS,39081
350,363,13,Fall,181,476,6035,CS,39081
450,443,0,Fall,105,472,6035,CS,39081
500,463,0,Fall,181,333,6035,CS,39081
550,537,0,Fall,156,384,6035,CS,39081
600,584,0,Fall,176,279,6035,CS,39081
750,729,0,Fall,172,270,6035,CS,39081
850,813,0,Fall,187,509,6035,CS,39081
999,1015,16,Fall,118,688,6035,CS,39081
300,318,18,Fall,170,605,6035,CS,39081
350,352,2,Fall,120,463,6035,CS,39081
450,444,0,Fall,145,695,6035,CS,39081
500,505,5,Fall,164,445,6035,CS,39081
550,556,6,Fall,165,670,6035,CS,39081
600,565,0,Fall,165,503,6035,CS,39081
750,754,4,Fall,195,625,6035,CS,39081
850,819,0,Fall,193,537,6035,CS,39081
999,978,0,Fall,152,285,6035,CS,39081
300,290,0,Fall,159,369,6035,CS,39081
350,357,7,Fall,180,427,6035,CS,39081
450,442,0,Fall,190,485,6035,CS,39081
500,495,0,Fall,194,514,6035,CS,39081
550,541,0,Fall,170,258,6035,CS,39081
600,620,20,Fall,157,662,6035,CS,39081
750,724,0,Fall,166,659,6035,CS,39081
850,847,0,Fall,171,464,6035,CS,39081
999,968,0,Fall,123,571,6035,CS,39081
300,294,0,Fall,168,371,6035,CS,39081
350,354,4,Fall,188,317,6035,CS,39081
450,459,9,Fall,156,340,6035,CS,39081
500,488,0,Fall,139,511,6035,CS,39081
550,527,0,Fall,151,332,6035,CS,39081
600,563,0,Fall,140,537,6035,CS,39081
750,738,0,Fall,156,372,6035,CS,39081
850,850,0,Fall,125,291,6035,CS,39081
999,1019,20,Fall,196,667,6035,CS,39081
300,291,0,Fall,124,398,6035,CS,39081
350,337,0,Fall,171,610,6035,CS,39081
450,457,7,Fall,196,331,6035,CS,39081
500,519,19,Fall,189,329,6035,CS,39081
550,567,17,Fall,149,319,6035,CS,39081
600,563,0,Fall,197,515,6035,CS,39081
750,739,0,Fall,155,431,6035,CS,39081
850,861,11,Fall,135,643,6035,CS,39081
999,992,0,Fall,183,509,6035,CS,39081
300,277,0,Fall,155,326,6035,CS,39081
350,366,16,Fall,109,264,6035,CS,39081
450,418,0,Fall,190,608,6035,CS,39081
500,511,11,Fall,105,374,6035,CS,39081
550,550,0,Fall,106,565,6035,CS,39081
600,608,8,Fall,105,425,6035,CS,39081
750,724,0,Fall,160,628,6035,CS,39081
850,829,0,Fall,124,454,6035,CS,39081
999,993,0,Fall,181,554,6035,CS,39081
300,266,0,Fall,175,343,6035,CS,39081
350,337,0,Fall,116,484,6035,CS,39081
450,450,0,Fall,156,546,6035,CS,39081
500,508,8,Fall,184,308,6035,CS,39081
550,563,13,Fall,190,344,6035,CS,39081
600,598,0,Fall,155,586,6035,CS,39081
750,753,3,Fall,119,653,6035,CS,39081
850,869,19,Fall,111,450,6035,CS,39081
999,1007,8,Fall,169,428,6035,CS,39081
300,268,0,Fall,115,530,6035,CS,39081
350,346,0,Fall,121,568,6035,CS,39081
450,444,0,Fall,145,653,6035,CS,39081
500,484,0,Fall,156,670,6035,CS,39081
550,551,1,Fall,116,359,6035,CS,39081
600,605,5,Fall,127,630,6035,CS,39081
750,754,4,Fall,197,607,6035,CS,39081
850,855,5,Fall,160,463,6035,CS,39081
999,964,0,Fall,194,371,6035,CS,39081
300,318,18,Fall,140,549,6035,CS,39081
350,349,0,Fall,138,434,6035,CS,39081
450,431,0,Fall,152,254,6035,CS,39081
500,514,14,Fall,174,503,6035,CS,39081
550,562,12,Fall,155,363,6035,CS,39081
600,591,0,Fall,125,688,6035,CS,39081
750,736,0,Fall,181,631,6035,CS,39081
850,819,0,Fall,106,432,6035,CS,39081
999,1007,8,Fall,183,485,6035,CS,39081
300,280,0,Fall,135,577,6035,CS,39081
350,356,6,Fall,167,411,6035,CS,39081
450,458,8,Fall,110,413,6035,CS,39081
500,501,1,Fall,127,307,6035,CS,39081
550,521,0,Fall,114,299,6035,CS,39081
600,572,0,Fall,161,611,6035,CS,39081
750,769,19,Fall,193,639,6035,CS,39081
850,843,0,Fall,182,395,6035,CS,39081
999,973,0,Fall,136,651,6035,CS,39081
300,318,18,Fall,185,533,6035,CS,39081
350,364,14,Fall,136,591,6035,CS,39081
450,453,3,Fall,197,532,6035,CS,39081
500,461,0,Fall,118,662,6035,CS,39081
550,527,0,Fall,155,440,6035,CS,39081
600,570,0,Fall,192,445,6035,CS,39081
750,721,0,Fall,144,688,6035,CS,39081
850,830,0,Fall,136,673,6035,CS,39081
999,979,0,Fall,136,333,6035,CS,39081
300,302,2,Fall,101,649,6035,CS,39081
350,342,0,Fall,167,346,6035,CS,39081
450,422,0,Fall,176,478,6035,CS,39081
500,494,0,Fall,105,461,6035,CS,39081
550,565,15,Fall,198,395,6035,CS,39081
600,612,12,Fall,152,332,6035,CS,39081
750,746,0,Fall,159,430,6035,CS,39081
850,819,0,Fall,167,567,6035,CS,39081
999,1014,15,Fall,160,273,6035,CS,39081
300,318,18,Fall,111,565,6035,CS,39081
350,344,0,Fall,145,684,6035,CS,39081
450,422,0,Fall,170,400,6035,CS,39081
500,468,0,Fall,109,462,6035,CS,39081
550,551,1,Fall,113,414,6035,CS,39081
600,570,0,Fall,146,622,6035,CS,39081
750,729,0,Fall,188,312,6035,CS,39081
850,820,0,Fall,127,667,6035,CS,39081
999,969,0,Fall,135,267,6035,CS,39081
300,293,0,Fall,144,674,6035,CS,39081
350,326,0,Fall,117,294,6035,CS,39081
450,459,9,Fall,165,670,6035,CS,39081
500,514,14,Fall,129,478,6035,CS,39081
550,545,0,Fall,120,508,6035,CS,39081
600,578,0,Fall,138,541,6035,CS,39081
750,731,0,Fall,105,635,6035,CS,39081
850,855,5,Fall,114,382,6035,CS,39081
999,993,0,Fall,146,666,6035,CS,39081
300,279,0,Fall,151,646,6035,CS,39081
350,352,2,Fall,186,290,6035,CS,39081
450,440,0,Fall,180,647,6035,CS,39081
500,477,0,Fall,197,468,6035,CS,39081
550,541,0,Fall,133,699,6035,CS,39081
600,610,10,Fall,173,388,6035,CS,39081
750,714,0,Fall,182,508,6035,CS,39081
850,844,0,Fall,111,339,6035,CS,39081
999,962,0,Fall,116,680,6035,CS,39081
300,280,0,Fall,114,431,6035,CS,39081
350,329,0,Fall,135,322,6035,CS,39081
450,453,3,Fall,129,511,6035,CS,39081
500,477,0,Fall,105,650,6035,CS,39081
550,520,0,Fall,141,442,6035,CS,39081
600,612,12,Fall,175,430,6035,CS,39081
750,723,0,Fall,181,406,6035,CS,39081
850,868,18,Fall,181,399,6035,CS,39081
999,986,0,Fall,114,528,6035,CS,39081
300,268,0,Fall,176,332,6035,CS,39081
350,314,0,Fall,113,644,6035,CS,39081
450,411,0,Fall,129,666,6035,CS,39081
500,517,17,Fall,149,693,6035,CS,39081
550,558,8,Fall,158,585,6035,CS,39081
600,572,0,Fall,193,518,6035,CS,39081
750,743,0,Fall,125,550,6035,CS,39081
850,858,8,Fall,131,268,6035,CS,39081
999,1006,7,Fall,119,430,6035,CS,39081
300,316,16,Fall,122,590,6035,CS,39081
350,331,0,Fall,113,544,6035,CS,39081
450,438,0,Fall,186,404,6035,CS,39081
500,470,0,Fall,114,604,6035,CS,39081
550,532,0,Fall,181,300,6035,CS,39081
600,606,6,Fall,188,513,6035,CS,39081
750,724,0,Fall,136,560,6035,CS,39081
850,861,11,Fall,196,531,6035,CS,39081
999,1010,11,Fall,169,287,6035,CS,39081
300,265,0,Fall,157,464,6035,CS,39081
350,353,3,Fall,105,417,6035,CS,39081
450,442,0,Fall,106,474,6035,CS,39081
500,497,0,Fall,150,389,6035,CS,39081
550,559,9,Fall,128,586,6035,CS,39081
600,581,0,Fall,104,524,6035,CS,39081
750,717,0,Fall,130,446,6035,CS,39081
850,815,0,Fall,189,680,6035,CS,39081
999,975,0,Fall,148,276,6035,CS,39081
300,278,0,Fall,124,332,6035,CS,39081
350,312,0,Fall,179,311,6035,CS,39081
450,448,0,Fall,116,298,6035,CS,39081
500,472,0,Fall,194,582,6035,CS,39081
550,517,0,Fall,106,280,6035,CS,39081
600,582,0,Fall,102,375,6035,CS,39081
750,713,0,Fall,136,674,6035,CS,39081
850,870,20,Fall,191,647,6035,CS,39081
999,1007,8,Fall,155,477,6035,CS,39081
300,264,0,Fall,101,314,6035,CS,39081
350,321,0,Fall,161,330,6035,CS,39081
450,464,14,Fall,142,472,6035,CS,39081
500,467,0,Fall,144,389,6035,CS,39081
550,545,0,Fall,123,300,6035,CS,39081
600,570,0,Fall,184,662,6035,CS,39081
750,741,0,Fall,176,530,6035,CS,39081
850,845,0,Fall,115,281,6035,CS,39081
999,961,0,Fall,161,656,6035,CS,39081
300,264,0,Fall,104,647,6035,CS,39081
350,345,0,Fall,139,366,6035,CS,39081
450,454,4,Fall,148,512,6035,CS,39081
500,460,0,Fall,136,422,6035,CS,39081
550,528,0,Fall,181,445,6035,CS,39081
600,581,0,Fall,103,618,6035,CS,39081
750,758,8,Fall,149,283,6035,CS,39081
850,815,0,Fall,149,690,6035,CS,39081
999,967,0,Fall,118,568,6035,CS,39081
300,298,0,Fall,183,643,6035,CS,39081
350,333,0,Fall,181,367,6035,CS,39081
450,444,0,Fall,157,694,6035,CS,39081
500,473,0,Fall,131,289,6035,CS,39081
550,511,0,Fall,183,360,6035,CS,39081
600,605,5,Fall,164,647,6035,CS,39081
750,711,0,Fall,104,282,6035,CS,39081
850,846,0,Fall,162,408,6035,CS,39081
999,1001,2,Fall,128,298,6035,CS,39081
300,319,19,Fall,196,544,6035,CS,39081
350,322,0,Fall,172,583,6035,CS,39081
450,465,15,Fall,154,522,6035,CS,39081
500,504,4,Fall,136,594,6035,CS,39081
550,541,0,Fall,190,604,6035,CS,39081
600,595,0,Fall,145,385,6035,CS,39081
750,743,0,Fall,174,439,6035,CS,39081
850,822,0,Fall,120,470,6035,CS,39081
999,993,0,Fall,114,581,6035,CS,39081
300,265,0,Fall,182,280,6035,CS,39081
350,337,0,Fall,192,429,6035,CS,39081
450,413,0,Fall,119,562,6035,CS,39081
500,471,0,Fall,155,262,6035,CS,39081
550,522,0,Fall,165,281,6035,CS,39081
600,591,0,Fall,185,622,6035,CS,39081
750,721,0,Fall,170,683,6035,CS,39081
850,851,1,Fall,105,382,6035,CS,39081
999,987,0,Fall,143,435,6035,CS,39081
300,268,0,Fall,180,397,6035,CS,39081
350,351,1,Fall,172,625,6035,CS,39081
450,437,0,Fall,116,252,6035,CS,39081
500,511,11,Fall,113,343,6035,CS,39081
550,522,0,Fall,197,435,6035,CS,39081
600,570,0,Fall,123,693,6035,CS,39081
750,726,0,Fall,184,436,6035,CS,39081
850,850,0,Fall,182,551,6035,CS,39081
999,968,0,Fall,112,268,6035,CS,39081
300,300,0,Fall,189,286,6035,CS,39081
350,351,1,Fall,148,456,6035,CS,39081
450,465,15,Fall,146,416,6035,CS,39081
500,503,3,Fall,126,400,6035,CS,39081
550,565,15,Fall,133,301,6035,CS,39081
600,607,7,Fall,191,351,6035,CS,39081
750,770,20,Fall,161,393,6035,CS,39081
850,856,6,Fall,170,638,6035,CS,39081
999,1013,14,Fall,193,542,6035,CS,39081
300,267,0,Fall,140,682,6035,CS,39081
350,312,0,Fall,179,491,6035,CS,39081
450,422,0,Fall,127,509,6035,CS,39081
500,518,18,Fall,194,442,6035,CS,39081
550,547,0,Fall,188,607,6035,CS,39081
600,609,9,Fall,197,286,6035,CS,39081
750,751,1,Fall,132,298,6035,CS,39081
850,848,0,Fall,110,633,6035,CS,39081
999,977,0,Fall,170,432,6035,CS,39081
300,266,0,Fall,156,653,6035,CS,39081
350,321,0,Fall,136,437,6035,CS,39081
450,411,0,Fall,150,615,6035,CS,39081
500,508,8,Fall,132,560,6035,CS,39081
550,561,11,Fall,136,272,6035,CS,39081
600,585,0,Fall,119,437,6035,CS,39081
750,744,0,Fall,144,275,6035,CS,39081
850,834,0,Fall,129,645,6035,CS,39081
999,975,0,Fall,139,370,6035,CS,39081
300,261,0,Fall,106,306,6035,CS,39081
350,356,6,Fall,133,449,6035,CS,39081
450,468,18,Fall,125,359,6035,CS,39081
500,511,11,Fall,110,622,6035,CS,39081
550,550,0,Fall,185,252,6035,CS,39081
600,599,0,Fall,120,557,6035,CS,39081
750,762,12,Fall,164,397,6035,CS,39081
850,832,0,Fall,129,676,6035,CS,39081
999,1008,9,Fall,116,328,6035,CS,39081
300,318,18,Fall,136,397,6035,CS,39081
350,351,1,Fall,134,551,6035,CS,39081
450,422,0,Fall,141,446,6035,CS,39081
500,520,20,Fall,106,476,6035,CS,39081
550,555,5,Fall,107,642,6035,CS,39081
600,565,0,Fall,148,330,6035,CS,39081
750,735,0,Fall,164,657,6035,CS,39081
850,838,0,Fall,128,661,6035,CS,39081
999,1019,20,Fall,125,308,6035,CS,39081
300,268,0,Fall,156,427,6035,CS,39081
350,338,0,Fall,112,435,6035,CS,39081
450,469,19,Fall,189,675,6035,CS,39081
500,462,0,Fall,156,457,6035,CS,39081
550,510,0,Fall,196,402,6035,CS,39081
600,617,17,Fall,164,405,6035,CS,39081
750,741,0,Fall,176,684,6035,CS,39081
850,816,0,Fall,146,466,6035,CS,39081
999,972,0,Fall,141,267,6035,CS,39081
300,272,0,Fall,108,521,6035,CS,39081
350,364,14,Fall,137,652,6035,CS,39081
450,467,17,Fall,108,696,6035,CS,39081
500,498,0,Fall,156,646,6035,CS,39081
550,547,0,Fall,145,571,6035,CS,39081
600,579,0,Fall,104,387,6035,CS,39081
750,747,0,Fall,130,439,6035,CS,39081
850,826,0,Fall,151,358,6035,CS,39081
999,981,0,Fall,165,533,6035,CS,39081
300,266,0,Fall,131,446,6035,CS,39081
350,359,9,Fall,153,684,6035,CS,39081
450,429,0,Fall,162,408,6035,CS,39081
500,478,0,Fall,107,559,6035,CS,39081
550,555,5,Fall,179,366,6035,CS,39081
600,598,0,Fall,102,388,6035,CS,39081
750,742,0,Fall,193,348,6035,CS,39081
850,834,0,Fall,116,514,6035,CS,39081
999,1007,8,Fall,152,451,6035,CS,39081
300,272,0,Fall,115,307,6035,CS,39081
350,322,0,Fall,170,371,6035,CS,39081
450,461,11,Fall,183,594,6035,CS,39081
500,514,14,Fall,147,599,6035,CS,39081
550,545,0,Fall,133,399,6035,CS,39081
600,592,0,Fall,137,682,6035,CS,39081
750,750,0,Fall,148,510,6035,CS,39081
850,862,12,Fall,198,296,6035,CS,39081
999,972,0,Fall,197,576,6035,CS,39081
300,264,0,Fall,152,342,6035,CS,39081
350,330,0,Fall,129,348,6035,CS,39081
450,441,0,Fall,101,428,6035,CS,39081
500,512,12,Fall,165,457,6035,CS,39081
550,530,0,Fall,167,453,6035,CS,39081
600,590,0,Fall,154,319,6035,CS,39081
750,743,0,Fall,142,515,6035,CS,39081
850,810,0,Fall,103,562,6035,CS,39081
999,1001,2,Fall,118,602,6035,CS,39081
300,292,0,Fall,134,421,6035,CS,39081
350,335,0,Fall,192,251,6035,CS,39081
450,413,0,Fall,199,690,6035,CS,39081
500,498,0,Fall,144,555,6035,CS,39081
550,555,5,Fall,183,469,6035,CS,39081
600,568,0,Fall,185,599,6035,CS,39081
750,727,0,Fall,107,532,6035,CS,39081
850,827,0,Fall,107,675,6035,CS,39081
999,996,0,Fall,156,517,6035,CS,39081
300,290,0,Fall,123,413,6035,CS,39081
350,348,0,Fall,135,290,6035,CS,39081
450,462,12,Fall,189,400,6035,CS,39081
500,478,0,Fall,187,419,6035,CS,39081
550,537,0,Fall,115,643,6035,CS,39081
600,583,0,Fall,107,687,6035,CS,39081
750,762,12,Fall,139,270,6035,CS,39081
850,866,16,Fall,173,441,6035,CS,39081
999,1018,19,Fall,182,513,6035,CS,39081
300,304,4,Fall,170,502,6035,CS,39081
350,348,0,Fall,176,626,6035,CS,39081
450,462,12,Fall,171,318,6035,CS,39081
500,515,15,Fall,177,451,6035,CS,39081
550,542,0,Fall,143,321,6035,CS,39081
600,603,3,Fall,105,364,6035,CS,39081
750,751,1,Fall,182,296,6035,CS,39081
850,833,0,Fall,111,693,6035,CS,39081
999,1007,8,Fall,144,317,6035,CS,39081
300,269,0,Fall,176,505,6035,CS,39081
350,355,5,Fall,113,633,6035,CS,39081
450,417,0,Fall,125,569,6035,CS,39081
500,481,0,Fall,192,283,6035,CS,39081
550,552,2,Fall,191,346,6035,CS,39081
600,608,8,Fall,189,332,6035,CS,39081
750,717,0,Fall,179,288,6035,CS,39081
850,841,0,Fall,178,265,6035,CS,39081
999,993,0,Fall,146,576,6035,CS,39081
300,270,0,Fall,111,621,6035,CS,39081
350,329,0,Fall,140,359,6035,CS,39081
450,431,0,Fall,100,654,6035,CS,39081
500,480,0,Fall,101,583,6035,CS,39081
550,514,0,Fall,140,596,6035,CS,39081
600,591,0,Fall,155,351,6035,CS,39081
750,717,0,Fall,168,361,6035,CS,39081
850,852,2,Fall,137,636,6035,CS,39081
999,1011,12,Fall,109,557,6035,CS,39081
300,283,0,Fall,135,491,6035,CS,39081
350,324,0,Fall,175,372,6035,CS,39081
450,435,0,Fall,189,607,6035,CS,39081
500,513,13,Fall,137,616,6035,CS,39081
550,526,0,Fall,137,502,6035,CS,39081
600,600,0,Fall,199,260,6035,CS,39081
750,767,17,Fall,146,589,6035,CS,39081
850,869,19,Fall,114,586,6035,CS,39081
999,986,0,Fall,119,553,6035,CS,39081
300,300,0,Fall,145,583,6035,CS,39081
350,344,0,Fall,120,272,6035,CS,39081
450,421,0,Fall,183,439,6035,CS,39081
